source_id,provider,product,edition,reference_period,geography,variable,source_unit,exact_locator,url,access_date,license,sha256,local_file,notes
SRC_PCA_COCONUT_FRUIT_COPRA,Philippine Coconut Authority,Open Pollinated Coconut Varieties (Tall),2023 brochure,varietal means,Philippines,Whole fruit weight including husk and copra per nut,grams per nut,Average fruit component characters and average fruit and bunch returns for six tall varieties,https://www.pca.gov.ph/images/brochure/2023/VI_OPV_Tall.pdf,2026-08-11,Philippine government publication terms,,,Central varietal means imply approximately 4.65-5.28 kg whole fruit per kg copra; this supports a product-boundary warning rather than a universal conversion coefficient.
SRC_OSEMOSYS_GLOBAL_TECH_CODES,OSeMOSYS Global,Model Structure documentation,documentation accessed 2026-08-11,current naming convention,global,Power-generation technology code suffixes,code definition,Power Generation Technology Codes table and following paragraph: suffix 00 is non-investable historical capacity and suffix 01 is investable capacity,https://osemosys-global.readthedocs.io/en/latest/model-structure.html#power-generation-technology-codes,2026-08-11,OSeMOSYS Global documentation terms,,,Establishes that 01 is not a resource-quality tier.
SRC_NREL_PHL_OFFSHORE_CREZ_2025,National Renewable Energy Laboratory,Integrating Offshore Wind Into Competitive Renewable Energy Zones (CREZ) for the Philippines,NREL/TP-5R00-92293,2009-2021 wind record; 2022 costs,Philippines offshore development zones A-G,"Net offshore capacity factor, technical-potential capacity and modeled losses",percent; MW,Table 2 printed p.9; Figure 10 printed p.10; Table 4 printed p.13,https://www.nrel.gov/docs/fy25osti/92293.pdf,2026-08-11,U.S. Department of Energy/NREL public report,,,Zone CFs: A 35.28 B 20.80 C 28.67 D 28.78 E 24.56 F 27.18 G 21.17 percent; the report applies 15 percent losses.
SRC_NREL_USAID_SEA_RE_2020,USAID-NREL Partnership,Exploring Renewable Energy Opportunities in Select Southeast Asian Countries,Revised June 2020; NREL/TP-7A40-71814,screened technical potential,Philippines,Restricted-screen onshore-wind generation potential by LCOE band,TWh/year,Table B-2 printed p.62: Philippines restricted rows 27.0 120.9 and 36.5 TWh,https://docs.nrel.gov/docs/fy19osti/71814.pdf,2026-08-11,U.S. Department of Energy/NREL public report,,,The three bands sum to 184.4 TWh/year or 663.84 PJ/year.
SRC_PHL_DOE_CAPACITY_2020,Philippines Department of Energy,2020 Power Situation Report,as of 9 September 2021,2020,Philippines,Geothermal installed and dependable generating capacity,MW,Installed and Dependable Capacity by Grid/System table: geothermal total installed 1928 MW and dependable 1753 MW,https://doe.gov.ph/sites/default/files/pdf/electric_power/2020_power-situation-report_as_of_09-september-2021.pdf,2026-08-11,Philippine government publication,,,Used only to calculate utilization benchmarks; it does not set the availability factor.
SRC_PHL_DOE_GENERATION_2023,Philippines Department of Energy,Gross Power Generation by Grid and by Technology,2023 historical series,2020-2023,Philippines,Geothermal gross generation,MWh,Philippines total geothermal row: 2020 gross generation 10756815 MWh,https://legacy.doe.gov.ph/sites/default/files/pdf/energy_statistics/03_2023_Gross_Generation_per_Grid_and_per_technology_rev2.pdf,2026-08-11,Philippine government publication,,,Benchmark-only observation paired with DOE capacity data.
SRC_PHL_V16_ENERGY_INPUTS,EAPD-DRB,Philippines v16 energy-input register,2026-08-11,2020-2053,Philippines,"Technology renames, offshore zone data, geothermal availability and onshore resource ceiling",record,snapshots/energy_inputs_2026-08-11.json,,2026-08-11,MUIOGO repository terms,d16ac808cda4bf15b19c4969e406234cd1cd66a40ba96948b610c23b69cdf744,snapshots/energy_inputs_2026-08-11.json,Full-precision normalized inputs and exact publication locators used by the generator.
SRC_PHL_V16_ENERGY_INPUT_MANIFEST,EAPD-DRB,Philippines v16 energy-input candidate manifest,2026-08-11,2020-2053,Philippines,"Source hashes, exact changed files, calculated factors and non-forcing assertions",record,snapshots/energy_input_calibration_manifest.json,,2026-08-11,MUIOGO repository terms,051e573de329679c6f0686791d1c9859ec53ccbb9aff56409a6a3366f83e5e6e,snapshots/energy_input_calibration_manifest.json,Generated after UpdateCase and before solver generation.
SRC_PHL_V16_ENERGY_INPUT_VALIDATION,EAPD-DRB,Philippines v16 energy-input validation record,2026-08-11,2020-2053,Philippines,"Source diff, generated names, matrix, optimum and affected-result checks",record,snapshots/energy_input_validation.json,,2026-08-11,MUIOGO repository terms,92cc6074c4cae05b06cd4e92c905f1370e44fa2299dfc472bafe011630be823d,snapshots/energy_input_validation.json,Disposable BASE candidate solved optimally; all eight recorded checks passed.
SRC_PHL_V16_ENERGY_INPUT_LIVE_VALIDATION,EAPD-DRB,Philippines v16 promoted energy-input live validation,2026-08-11,2020-2053,Philippines,"Promoted source identity, live optimum, generated representation, affected results and solve reproducibility",record,snapshots/energy_input_live_validation.json,,2026-08-11,MUIOGO repository terms,7381fa0bc00c834d9a6b85b25f8fb0092f7c85b84b695abd52eb70d36d5a7940,snapshots/energy_input_live_validation.json,The live full-chain run solved optimally and reproduced the candidate objective within 0.00001; all seven live checks passed.
SRC_FAO_PADDY_SCHEDULING,Food and Agriculture Organization of the United Nations,"Irrigation water management: Irrigation scheduling, Chapter 4",Training manual no. 4,engineering guidance,general; applied to Philippines paddy,"Paddy saturation, percolation and standing-water requirement",mm; mm/day,Chapter 4 rice irrigation scheduling: SAT=200 mm; PERC=2 mm/day for heavy well-puddled clay; WL=20-100 mm,https://www.fao.org/4/T7202E/t7202e07.htm,2026-08-11,FAO publication terms,,,Engineering input; not an observed national withdrawal.
SRC_FAO_SCHEME_WATER_NEED,Food and Agriculture Organization of the United Nations,Scheme Irrigation Water Need and Supply,Irrigation Water Management Training Manual,engineering guidance,general; applied to Philippines paddy,"Rice saturation, standing-water and gross irrigation relation",mm; fraction,Rice scheme need: SAT about 200 mm; WL about 50 mm; gross requirement equals net requirement divided by efficiency,https://www.fao.org/4/u5835e/u5835e04.htm,2026-08-11,FAO publication terms,,,
SRC_FAO_RICE_WATER_REQUIREMENT,Food and Agriculture Organization of the United Nations,Rice and water: a long and diversified story,International Year of Rice conference paper,100-day reference season,general rice systems,Seasonal rice field-water requirement and components,mm/season,100-day basis; land preparation 150-250 mm; percolation 200-700 mm; drainage 50-100 mm; total field requirement 900-2250 mm,https://www.fao.org/4/y5682e/y5682e09.htm,2026-08-11,FAO publication terms,,,Independent engineering-range check.
SRC_NIA_IRRIGATION_DESIGN_DUTY_2025,Philippines National Irrigation Administration,Updated Design Criteria for Irrigation Canal Structures,Memorandum Circular No. 125 s. 2025,2025 design standard,Philippines,Soil-based irrigation design duty,L/s/ha,Design-duty table: clay 1.0 through sandy loam 5.0 L/s/ha,https://omcrs.nia.gov.ph/?q=system/files/mc/2025_125.pdf,2026-08-11,Philippine government publication,,,
SRC_PHL_V16_IRRIGATION_ENGINEERING_INPUTS,EAPD-DRB,Philippines v16 irrigated-rice water engineering input register,2026-08-11,2020-2053,Philippines; eight model clusters,"Frozen source values, classifications, formulas, GAEZ deficits and limitations",record,snapshots/irrigation_water_engineering_2026.json,,2026-08-11,MUIOGO repository terms,75f7524f9737dbec0e17c9def37dfd1139156c6ea6cce0b2b70c06308baecf61,snapshots/irrigation_water_engineering_2026.json,
SRC_PHL_V16_IRRIGATION_ENGINEERING_MANIFEST,EAPD-DRB,Philippines v16 irrigated-rice water candidate manifest,2026-08-11,2020-2053,Philippines; eight model clusters,Exact 544-cell source delta and non-forcing assertions,record,snapshots/irrigation_water_manifest.json,,2026-08-11,MUIOGO repository terms,231d394a56e0dedf39e5c7314b17ee117276c62b60b843253bf095d72b0cccfc,snapshots/irrigation_water_manifest.json,
SRC_PHL_V16_IRRIGATION_ENGINEERING_VALIDATION,EAPD-DRB,Philippines v16 irrigated-rice water matched A/B validation,2026-08-11,2020-2053,Philippines,"Source diff, engineering range, matrix, optimum and affected-result checks",record,snapshots/irrigation_water_validation.json,,2026-08-11,MUIOGO repository terms,986e08822c0db0125ca8affd4a5808ac0a178eadab2476f455a0d1913e138745,snapshots/irrigation_water_validation.json,Wind-complete control and candidate; all recorded checks passed.
SRC_PHL_V16_IRRIGATION_ENGINEERING_LIVE_VALIDATION,EAPD-DRB,Philippines v16 promoted irrigation-water live validation,2026-08-11,2020-2053,Philippines,"Promoted source identity, live optimum and physical result reproduction",record,snapshots/irrigation_water_live_validation.json,,2026-08-11,MUIOGO repository terms,ae16864a02637eed46f09672f72290540c289c505777930512063d7b9dcae3a5,snapshots/irrigation_water_live_validation.json,
SRC_PSA_NAMRIA_LAND_ACCOUNTS_2020,Philippine Statistics Authority; National Mapping and Resource Information Authority,Land Asset Accounts of the Philippines / NAMRIA Land Cover Map 2020,Special Release 2024-203; released 2024-12-20,2020 closing stock,Philippines,Thirteen-class national land cover and total area,km2,Statistical Table 1; technical notes; normalized transcription in snapshots/land_cover_2020.json,https://psa.gov.ph/statistics/environmental-accounts/node/1684065498,2026-08-12,PSA Open Data / CC BY 4.0 as stated on the release page,4e2f7b222a8e74f4b7a7a30d79fe00c835d325c8ac16732e2182a57d63f8eae3,snapshots/land_cover_2020.json,"Exact PDF/XLSX URLs are frozen in the snapshot. Publisher anti-bot responses prevented retaining original bytes; the normalized input, mapping, and arithmetic are complete."
SRC_FAO_FRA_2025_PHL_FOREST,Food and Agriculture Organization of the United Nations,Global Forest Resources Assessment 2025 country report: Philippines,FRA 2025,2020,Philippines,Forest area,1000 ha,Country-report handle A03488EN; forest 7226.39 kha,https://openknowledge.fao.org/handle/20.500.14283/A03488EN,2026-08-12,FAO publication terms,4e2f7b222a8e74f4b7a7a30d79fe00c835d325c8ac16732e2182a57d63f8eae3,snapshots/land_cover_2020.json,Corroboration only; not treated as fully independent and not used to replace PSA/NAMRIA inputs.
SRC_PHL_PR1_LAND_DIAGNOSTIC,EAPD-DRB contributor,CLEWs-PHL pull request 1 land-water findings and failed calibration passes,head 721f5470e3ccd9e7237622c3270e68eae60a2faa,diagnostic work through 2026-08-06,Philippines,Land-account defects and failed formulation variants,diagnostic record,PR 1; Philippines_v12_CLEWs_build/documentation/LAND_WATER_CALIBRATION_DECISIONS.md section 12,https://github.com/EAPD-DRB/CLEWs-PHL/pull/1,2026-08-12,Repository terms,4e2f7b222a8e74f4b7a7a30d79fe00c835d325c8ac16732e2182a57d63f8eae3,snapshots/land_cover_2020.json,Diagnostic provenance only. The old v12 branch was not merged into v17.
SRC_PHL_EO26_NGP_2011,Office of the President of the Philippines,Executive Order No. 26: National Greening Program,2011-02-24,2011-2016 programme period,Philippines,National Greening Program area and implementation period,hectares; years,"Section 2, Coverage; normalized record in snapshots/land_transition_safeguards.json",https://lawphil.net/executive/execord/eo2011/eo_26_2011.html,2026-08-12,Philippine government publication,545feb67e4bae48632b26c71de9dc4a85e7a395ba585e69483f2215621bb3c67,snapshots/land_transition_safeguards.json,"Reports about 1.5 million hectares over six years. Used as a planning-rate benchmark, not observed net forest-cover change."
SRC_PHL_EO193_ENGP_2015,Office of the President of the Philippines,Executive Order No. 193: Expanded National Greening Program,2015-11-12,2016-2028 programme period,Philippines,Restoration scope and estimated degraded forestlands,hectares; land eligibility language,Whereas clauses and Section 1; normalized record in snapshots/land_transition_safeguards.json,https://lawphil.net/executive/execord/eo2015/eo_193_2015.html,2026-08-12,Philippine government publication,545feb67e4bae48632b26c71de9dc4a85e7a395ba585e69483f2215621bb3c67,snapshots/land_transition_safeguards.json,"Targets unproductive, denuded and degraded forestlands; does not make every non-forest land-cover class available for restoration."
SRC_FAO_FMB_PHL_PLANTATION_SUITABILITY,FAO Regional Office for Asia and the Pacific; Philippine Forest Management Bureau,"Conservation, utilization and management of forest genetic resources in the Philippines",FORSPA Publication 31; 2002,DENR/MPFD planning database circa 1990s,Philippines,National production-plantation suitability screen for grassland and brushland,percent; hectares; slope class,Potential plantation areas and Table 3; normalized record in snapshots/land_transition_safeguards.json,https://www.fao.org/4/AC648E/ac648e09.htm,2026-08-12,FAO publication terms,545feb67e4bae48632b26c71de9dc4a85e7a395ba585e69483f2215621bb3c67,snapshots/land_transition_safeguards.json,Reports that the DENR/MPFD screen included 80 percent of grassland and brushland subject to slope below 50 percent and no competing use. v17 applies 80 percent to current brush/shrub only.
SRC_PSA_URBAN_POPULATION_2020,Philippine Statistics Authority,Urban Population of the Philippines (2020 Census of Population and Housing),Reference No. 2022-271; released 2022-07-05,2020,Philippines,Urban population and urban share,persons; percent,Items 1-2; normalized record in snapshots/land_transition_safeguards.json,https://psa.gov.ph/content/urban-population-philippines-2020-census-population-and-housing,2026-08-12,PSA Open Data / CC BY 4.0,545feb67e4bae48632b26c71de9dc4a85e7a395ba585e69483f2215621bb3c67,snapshots/land_transition_safeguards.json,Reports 58.93 million urban residents and a 54.0 percent urban share in 2020.
SRC_WB_PHL_URBANIZATION_2050,World Bank and Government of the Philippines,"Philippines Urbanization Review: Fostering Competitive, Sustainable and Inclusive Cities",2017,2050 projection,Philippines,Urban population share outlook,percent,Memorandum to Policy Makers and City Mayors; normalized record in snapshots/land_transition_safeguards.json,https://documents.worldbank.org/curated/en/963061495807736752/pdf/114088-REVISED-PUBLIC-Philippines-Urbanization-Review-Full-Report.pdf,2026-08-12,World Bank publication terms,545feb67e4bae48632b26c71de9dc4a85e7a395ba585e69483f2215621bb3c67,snapshots/land_transition_safeguards.json,Only the approximately 65 percent urban-share outlook is used. Its absolute population projection is not mixed with the model's PSA Scenario 2 population series.
SRC_PHL_V17_LAND_TRANSITION_INPUTS,EAPD-DRB,Philippines v17 normalized land-transition safeguard inputs,2026-08-12,2020-2053,Philippines,"Policy-rate proxy, grass reserve, eligible brush/shrub pool, class rules and limitations",record,snapshots/land_transition_safeguards.json,,2026-08-12,Repository terms; underlying sources retain provider terms,545feb67e4bae48632b26c71de9dc4a85e7a395ba585e69483f2215621bb3c67,snapshots/land_transition_safeguards.json,"Freezes all numeric inputs, equations, model rules and interpretation limits used by the safeguard build."
SRC_PHL_V17_LAND_BUILD,EAPD-DRB,Philippines v17 land-cover build manifest,2026-08-12,2020-2053,Philippines,"Source hashes, exact changed files and structural assertions",record,snapshots/land_cover_build_manifest.json,,2026-08-12,Repository terms,2d51911b2f71e4d62421cc528ce9a51085264288be4f04b2ef03b5ee9bd1901f,snapshots/land_cover_build_manifest.json,Generated from the complete current v16 source case.
SRC_PHL_V17_LAND_VALIDATION,EAPD-DRB,Philippines v17 land-cover full-chain validation,2026-08-12,2020-2053,Philippines,"Land closure, class totals, idle/fallow, control regression and solver status",record,snapshots/land_cover_validation.json,,2026-08-12,Repository terms,5b6fb520ed28896e218a5434b43b83dbb1a95692b46ebbfa5ce2f8a4fcba1587,snapshots/land_cover_validation.json,Uses the retained validated current-v16 live run and a fresh v17 MUIOGO/CBC solve; exact source identity protects unaffected sectors.
SRC_PHL_V17_MODEL_ARCHIVE,EAPD-DRB,Philippines v17 result-free portable MUIO case,v17.0.0,2020-2053,Philippines,"Archive hash, size, member count, internal root and result exclusion",record,V17_MODEL_ARCHIVE_MANIFEST.csv,,2026-08-12,Repository terms; third-party data retain provider terms,1750d046bb0921ad21fb4bf2c3f4edc59fe73549e1bf39f2e0495122b76ee192,V17_MODEL_ARCHIVE_MANIFEST.csv,"Generated solver inputs, LP files and solver results are excluded and regenerated through MUIOGO."
SRC_BNEF_PHL_PATH_2025,BloombergNEF,The Philippines' Path to Clean and Affordable Electricity,2025-06-03,2025,Philippines,Coal power capital cost,nominal USD/MW,Appendix A Table 3; coal 2025 = 1604789 USD/MW,https://assets.bbhub.io/professional/sites/44/The-Philippines-Path-to-Clean-and-Affordable-Electricity.pdf,2026-08-12,BNEF publication terms,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Philippine country benchmark; source-year dollars retained because the model has no declared price year.
SRC_NREL_SMR_PROJECTION_2024,National Renewable Energy Laboratory,Long-Term Electricity Projections for Kentucky,NREL/PR-6A40-91633,2024 reference projection,United States technology benchmark,Nuclear SMR capital cost reference path,USD/kW,Page 11 nuclear-cost chart; reference near 8000 USD/kW,https://www.nrel.gov/docs/fy25osti/91633.pdf,2026-08-12,U.S. Government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Used as a transparent central technology benchmark; not a Philippines project quote.
SRC_IRENA_HYDRO_ROLE_2023,International Renewable Energy Agency,The Changing Role of Hydropower,2023,fleet outlook,Global,Hydropower plant and component lives,years,Page 28 Table 3 and footnote 4; average plant life 60 years,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2023/Feb/IRENA_Changing_role_of_hydropower_2023.pdf,2026-08-12,IRENA publication terms,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Supports 60 years as an interim whole-plant life rather than the inherited 100 years.
SRC_PHL_DOE_NG_STATS_2023,Philippine Department of Energy,Natural Gas Production and Consumption,as of 2023-08-15,2020-2022,Philippines,Domestic natural-gas production,mmscf,Annual production: 141732; 121089; 113611 mmscf,https://legacy.doe.gov.ph/natgas/natural-gas-production-and-consumption-august-15-2023,2026-08-12,Philippine government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Historical domestic-route ceilings.
SRC_PHL_DOE_GAS_REPORT_2023,Philippine Department of Energy,OIMB Year-end Comprehensive Report FY 2023,FY2023,2023,Philippines,Malampaya production; LNG entry and imported-gas use,mmscf; date,Section 3.2; LNG commenced April 2023; domestic production 89215 mmscf; imported demand 21311 mmscf,https://legacy.doe.gov.ph/sites/default/files/pdf/downstream_oil/year-end-comprehensive-report-FY2023.pdf,2026-08-12,Philippine government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Establishes the import chronology and 2023 partial-year ceiling.
SRC_PHL_DOE_GAS_PROD_2024,Philippine Department of Energy,Petroleum Production 2024,2024,2024,Philippines,Malampaya natural-gas production,mmscf,Annual total 70337.85 mmscf,https://prod-cms.doe.gov.ph/documents/d/erdb/petroleum-production-2024-pdf,2026-08-12,Philippine government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Latest observed domestic production used in the installed path.
SRC_PHL_DOE_LNG_CAPACITY_2024,Philippine Department of Energy,Natural-gas transition statement at Norway-Philippines LNG Summit,2024,2024 operating outlook,Philippines,Combined capacity of two LNG terminals,MTPA,Two terminals nearing full commercial operation; combined 8 MTPA,https://legacy.doe.gov.ph/press-releases/secretary-lotilla-emphasizes-role-natural-gas-energy-transition-at-norway-philippines-lng-summit-2024,2026-08-12,Philippine government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Technical import envelope from 2024; not a demand target.
SRC_PEZA_MALAMPAYA_PRICE_2020,Philippine Economic Zone Authority,Energy bulletin,2020 context,2020,Philippines,Malampaya gas price,USD/MMBtu,Malampaya gas price 7.0289 USD/MMBtu,https://www.peza.gov.ph/documents/bulletin3energy.pdf,2026-08-12,Philippine government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Anchors the domestic route in 2020.
SRC_PHL_ERC_LNG_COST_2025,Philippine Energy Regulatory Commission,Q1 2025 generation-cost press release,2025,Q1 2024 and Q1 2025,Philippines,Weighted average landed LNG cost,USD/MMBtu,Q1 2024 = 14.9; Q1 2025 = 17.3 USD/MMBtu,https://www.erc.gov.ph/Press-Singular/84222,2026-08-12,Philippine government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,The 2024 value anchors the interim import-price path.
SRC_IEEFA_LNG_OUTLOOK_2024,Institute for Energy Economics and Financial Analysis,Global LNG Outlook 2024-2028,2024,April 2023-February 2024,Philippines,Average imported LNG price,USD/MMBtu,Philippines average 13.91 USD/MMBtu,https://ieefa.org/sites/default/files/2024-04/Global%20LNG%20Outlook%202024-2028_April%202024%20%28Final%29.pdf,2026-08-12,IEEFA publication terms,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Secondary synthesis used only for the 2023 import-route anchor.
SRC_EIA_ENERGY_CONVERSIONS_2026,U.S. Energy Information Administration,Energy conversion calculators and AFDC LNG fuel properties,2026 access,conversion factors,General,Natural gas and LNG heat content,Btu/scf; Btu/lb,1036 Btu/scf natural gas; 21240 Btu/lb LNG,https://www.eia.gov/energyexplained/units-and-calculators/energy-conversion-calculators.php,2026-08-12,U.S. Government publication,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Unit conversion only; heat content varies by supply.
SRC_PHL_PR1_ENERGY_DIAGNOSTIC,EAPD-DRB contributor,CLEWs-PHL pull request 1 energy decision register,head 721f5470e3ccd9e7237622c3270e68eae60a2faa,diagnostic through 2026-08-06,Philippines,Energy input findings including coal conversion check,diagnostic record,LAND_WATER_CALIBRATION_DECISIONS.md section 6,https://github.com/EAPD-DRB/CLEWs-PHL/pull/1,2026-08-12,Repository terms,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Used as diagnostic evidence; v18 independently records accepted values and limitations.
SRC_PHL_V18_ENERGY_INPUTS,EAPD-DRB,Philippines v18 normalized energy-input record,2026-08-12,2020-2053,Philippines,All values formulas IDs source URLs and limitations,record,snapshots/energy_inputs_v18_2026-08-12.json,,2026-08-12,Repository terms; underlying sources retain provider terms,fd4a4502685ecf7b95472ada0883fdd9640d96a41a765cb146efd029accdd9e1,snapshots/energy_inputs_v18_2026-08-12.json,Standalone normalized source record.
SRC_PHL_V18_ENERGY_BUILD,EAPD-DRB,Philippines v18 energy build manifest,2026-08-12,2020-2053,Philippines,Source hashes and exact changed files,record,snapshots/energy_inputs_v18_build_manifest.json,,2026-08-12,Repository terms,6d97a121c573b5665b84b2115c25fbe7856c8da865eb9b632a36a7d03719e1e0,snapshots/energy_inputs_v18_build_manifest.json,Generated from the committed v17 source.
SRC_PHL_V18_ENERGY_VALIDATION,EAPD-DRB,Philippines v18 full-chain validation,2026-08-12,2020-2053,Philippines,Solver status parameter checks gas limits and land regressions,record,snapshots/energy_inputs_v18_validation.json,,2026-08-12,Repository terms,37b8a126995dd3f6715981506186a56b8bce626e3e5e9e47d29c8d766cf0cae4,snapshots/energy_inputs_v18_validation.json,Canonical BASE solve and source validation.
SRC_PHL_V18_MODEL_ARCHIVE,EAPD-DRB,Philippines v18 result-free portable MUIO case,v18.0.0,2020-2053,Philippines,Archive hash size member count and exclusions,record,V18_MODEL_ARCHIVE_MANIFEST.csv,,2026-08-12,Repository terms,8822d00fdd23998feac73edcec7aa18dc6c579377e3f78dfc768fe11c2449ee5,V18_MODEL_ARCHIVE_MANIFEST.csv,Complete editable case; runtime results excluded.
SRC_PHL_DOE_POWER_STATISTICS_2024,Philippines Department of Energy,2024 Power Statistics Summary,updated 15 June 2025,2003-2024,Philippines,Installed generation capacity by plant type,MW,"Installed Capacity by Plant Type in MW table, 2003-2024",https://legacy.doe.gov.ph/sites/default/files/pdf/energy_statistics/02_Summary.pdf,2026-08-13,Philippine government publication; provider terms,,,"Primary observed capacity series; annual maxima are calculated, not copied as forecasts."
SRC_PHL_PCO_MTERRA_2026,Philippine Presidential Communications Office,President Marcos inaugurates world's largest solar farm,2026 release,2026 and project completion,Philippines,MTerra solar capacity energized and planned,MWp,Phase I and complete two-phase project capacities,https://pco.gov.ph/news_releases/president-marcos-inaugurates-worlds-largest-solar-farm-pushes-expansion-of-clean-energy/,2026-08-13,Philippine government publication; provider terms,,,Observed/current project scale supports a higher solar construction envelope than the historical net-addition maximum.
SRC_PHL_BOI_SAN_JOSE_WIND_2026,Philippine Board of Investments,BOI Mobilizes Government to Fast-Track San Jose Wind Power Project,2026 release,2026 project development,"Nueva Ecija, Philippines",Proposed onshore-wind project capacity,MW,San Jose Wind Power Project description (300 MW),https://boi.gov.ph/boi-mobilizes-government-to-fast-track-san-jose-wind-power-project/,2026-08-13,Philippine government publication; provider terms,,,"Project size is capability evidence, not a committed-project allowance in the model."
SRC_VNM_EVN_WIND_2021,Vietnam Electricity,"The power system and the electricity market have been operated safely, reliably and transparently",10 January 2022,2021,Vietnam,Wind capacity commissioned and total system installed capacity,MW,"Paragraph reporting about 3,600 MW wind commissioned and 76,620 MW total installed capacity",https://en.evn.com.vn/d6/news/The-power-system-and-the-electricity-market-have-been-operated-safely-reliably-and-transparently-66-163-2671.aspx,2026-08-13,Provider copyright; citation permitted,,,International upper-bound reasonableness check only.
SRC_PHL_EDC_GEOTHERMAL_DRILLING_2024,Energy Development Corporation,2024 Integrated Report and geothermal drilling programme,2024,2024,Philippines,Make-up/replacement wells and annual wells drilled,wells/year,Drilling programme discussion and 2024 record of 24 wells,https://energy.com.ph/lopez-led-edc-investing-p25-billion-to-drill-new-geothermal-wells/,2026-08-13,Provider copyright; citation permitted,,,"Supports persistent existing-field maintenance and replacement, not a generation target."
SRC_ADB_PHL_GEOTHERMAL_DERISKING_2024,Asian Development Bank,Roadmap to Derisking Geothermal in the Philippines,May 2024,2024,Philippines,"Exploration, drilling-risk and financing barriers",qualitative study,"Project 55140-001 consultant reports on geothermal potential, drilling and risk sharing",https://www.adb.org/projects/55140-001/main,2026-08-13,ADB terms of use,,,Supports a conservative greenfield geothermal entry envelope.
SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,"Heggarty, Bourmaud, Girard and Kariniotakis",Assessing the relative impacts of maximum investment rate and temporal detail in capacity expansion models applied to power systems,Energy 290 (2024) 130231,capacity-expansion methodology,Europe; methodological support,Maximum technology investment rates,GW/year and modeled limits,doi:10.1016/j.energy.2024.130231,https://doi.org/10.1016/j.energy.2024.130231,2026-08-13,Publisher terms,,,"Methodological support that financing, permitting, manufacturing, construction and grid connection can be represented by maximum investment rates."
SRC_PHL_V18_LAND_WATER_BUILD,MUIOGO Philippines v18 workflow,Land-water closure build manifest,2026-08-13,2020-2053,Philippines,"Exact source hashes, changed cells, physical classifications and deterministic checks",mixed model units and status,snapshots/land_water_closure_build_manifest.json,,2026-08-13,Repository license,c3c2b94cc9e360636323d11a04f667cfa5cd0c95bf0303d551bd70926a4ceffa,snapshots/land_water_closure_build_manifest.json,Authoritative source-generation record for the promoted parameter-only formulation.
SRC_PHL_V18_LAND_WATER_VALIDATION,MUIOGO Philippines v18 workflow,Land-water closure solve validation,2026-08-13,2020-2053,Philippines,"Matrix, optimum, land, rainfall, irrigation, crops, energy and emission checks",mixed model units and status,snapshots/land_water_closure_validation.json,,2026-08-13,Repository license,da08b2044d9d654e79f06b9fcfea09e288e0c7bc6604926119d23b78a1408598,snapshots/land_water_closure_validation.json,One optimal bounds candidate; unchanged v18 baseline reused; no post-promotion solve.
SRC_PHL_V18_LAND_WATER_RUNTIME_INCIDENT,MUIOGO Philippines v18 workflow,Aggregate UDC runtime incident record,2026-08-13,diagnostic run,Philippines,"Rejected formulation, matrix and timeout",status and seconds,snapshots/land_water_closure_runtime_incident.json,,2026-08-13,Repository license,6ac5d339568b71d88bfc7c5a20a36c68324fe09eecb650100dd6365db934ee18,snapshots/land_water_closure_runtime_incident.json,Diagnostic optimizer run; no solution and no promoted source.
