assumption_id,statement,central_value,unit,evidence_source_ids,lower_bound,upper_bound,rationale,notes
ASM_PHL_V18_DEPLOY_PP_NUSMR_2026_2034,"PHL_POW_PP_NUSMR may commission at most 0 GW/year of expansion headroom during 2026-2034, before replacement allowances.",0,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NUSMR_2035_2039,"PHL_POW_PP_NUSMR may commission at most 0.30 GW/year of expansion headroom during 2035-2039, before replacement allowances.",0.30,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NUSMR_2040_2053,"PHL_POW_PP_NUSMR may commission at most 0.60 GW/year of expansion headroom during 2040-2053, before replacement allowances.",0.60,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NU_2026_2034,"PHL_POW_PP_NU may commission at most 0 GW/year of expansion headroom during 2026-2034, before replacement allowances.",0,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NU_2035_2053,"PHL_POW_PP_NU may commission at most 1.20 GW/year of expansion headroom during 2035-2053, before replacement allowances.",1.20,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,"The inherited coal, gas, oil and biomass CHP _OLD technologies receive zero new-capacity entry throughout 2020-2053; their unchanged 2020 residual-capacity stocks remain available until retirement.",0,GW/year,SRC_PHL_DOE_POWER_PLANTS_DEC2020;SRC_MUIO_FORMULATION,,,"These are inherited-stock representations, not investable technology options; geothermal remains the documented exception because the model has no separate geothermal new-build or repowering technology.",classification=technology-role rule; no residual-capacity value changes
ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,Only allowances established from 2026 onward are recycled at operational life; unbounded pre-2026 defaults are not interpreted as physical permitted capacity.,2026,first recycled allowance vintage year,SRC_MUIO_FORMULATION,,,The deployment envelope starts in 2026 while every source cell through 2025 is preserved; recycling 9999/999999 defaults would defeat the physical bound.,classification=judgmental implementation boundary following the v14 allowance-recycling method
ASM_PHL_V18_ALL_LAND_THROUGH_HYDROLOGY,Every unit of fixed national land is routed through exactly one of the eight existing hydrological coefficient clusters in every year.,sum cluster activity = MINLNDTOT activity,1000 km2/year,SRC_PHL_V15_MANIFEST;SRC_MUIO_FORMULATION,,,The clusters partition national geography and their existing TAUs sum exactly to the fixed national land total; bypassing them suppresses rainfall over unused land.,"Continuing physical identity, not a historical land-cover or crop-activity target."
ASM_PHL_V18_IRRIGATION_BOUNDARY,The existing 0.38 national efficiency converts gross surface/groundwater withdrawals to water delivered at the cluster field boundary.,0.38,fraction,SRC_PHILRICE_IRRIGATION_EFFICIENCY,,,Places gross diversion and delivered crop-water coefficients on a consistent boundary while retaining gross withdrawal activity.,The 62 percent loss destination is outside the current model boundary and remains a disclosed gap.
ASM_PHL_V18_PRESERVE_WATER_SPLIT,"For each cluster mode and year, preserve the inherited groundwater share of non-evapotranspiration excess water when closing the water balance.",q = old GWT/(old GWT+old SUR),fraction,SRC_PHL_V15_MANIFEST,0,1,Corrects conservation without inventing a new groundwater/surface partition or fitting a national outcome.,Upgrade when cluster-specific runoff and recharge evidence becomes available.
ASM_PHL_V18_CLUSTER_WATER_CONSERVATION,"Each cluster mode conserves precipitation plus delivered irrigation as evapotranspiration, groundwater recharge and surface runoff.",P + I = ET + GWT + SUR,km3 per 1000 km2,SRC_MUIO_FORMULATION;SRC_PHL_V15_MANIFEST,,,A physical commodity-conversion identity prevents mode-dependent creation or loss of water inside land hydrology.,"No basin routing, storage, return-flow partition or crop-location shares are added."
ASM_PHL_V18_RE_PP_NU_2032_2034,"In the RE clean-energy scenario, conventional nuclear may commission from 2032 at the existing 1.20 GW/year v18 nuclear expansion rate.",1.20,GW/year,SRC_PHL_PEP_2023_2050_VOL3_NUCLEAR;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"PEP places first commercial nuclear operation and at least 1,200 MW in 2032. The scenario-specific start year is moved to 2032 while retaining the already documented v18 conventional-nuclear annual ceiling.",classification=policy-scenario commissioning envelope; upper bound only; the existing aggregate PEP milestone remains separate
ASM_PHL_V18_RE_PP_NUSMR_2032_2034,"In the RE clean-energy scenario, nuclear SMRs may commission from 2032 at the existing early-market 0.30 GW/year v18 SMR expansion rate.",0.30,GW/year,SRC_PHL_PEP_2023_2050_VOL3_NUCLEAR;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,PEP discusses SMRs as a potentially faster-deployment nuclear option and does not prescribe the technology mix. The RE entry year moves to 2032 while retaining the documented v18 SMR rate.,classification=policy-scenario commissioning envelope; upper bound only; no SMR minimum or technology share
ASM_PHL_V18_RE_NUCLEAR_INHERIT_BASE_2035_2053,From 2035 onward the RE scenario inherits the policy-neutral SC_0 nuclear commissioning ceilings instead of overriding conventional nuclear with zero.,inherit SC_0,scenario overlay rule,SRC_PHL_PEP_2023_2050_VOL3_NUCLEAR,,,The PEP clean-energy scenario includes nuclear; retaining a zero conventional-nuclear override conflicts with that scenario. Sparse inheritance keeps physical deployment rates consistent across scenarios.,classification=scenario-overlay correction; SC_0 remains unchanged
ASM_PHL_V18_PWR_2020_INFORMATION_CUTOFF,"Power-sector initialization uses only the fleet operating in 2020; observed 2021-2025 additions are validation benchmarks, not initial stock or forced investment.",2020,information cutoff year,SRC_PHL_DOE_POWER_PLANTS_DEC2020;SRC_PHL_DOE_POWER_STATISTICS_2024,,,All sectors should remain endogenous after the common 2020 start year; reproducing later additions with equal lower and upper bounds violates the non-forcing rule.,RC remains unchanged; later observations are retained in the validation artifact.
ASM_PHL_V18_PWR_NO_COMMITTED_MINIMA,The aggregate DOE register of projects classified as committed at end-2020 is not translated into technology-year minimum investment because a lossless project-to-model mapping and irreversible construction screen were not established.,0,new minimum-capacity constraints added,SRC_PHL_PEP_2020_2040_COMMITTED,,,"Aggregate MW by plant type does not prove model technology, commercial-operation year, surviving status or irrevocability for each project.",A future project-level register may support minimums only for demonstrably irreversible commitments known in 2020.
ASM_PHL_V18_PWR_MATURE_ENTRY_2020,Mature investable power technologies are allowed to enter endogenously from 2020 unless a continuing physical deployment envelope applies.,999999,GW/year MUIO open-bound sentinel,SRC_PHL_DOE_POWER_PLANTS_DEC2020;SRC_MUIO_FORMULATION,,,The first model year is not a historical activity-reproduction window; capacity choice remains endogenous after the 2020 stock is initialized through RC.,"Applies to onshore wind, solar PV, NGCC, large hydro and geothermal in 2020; existing 2026+ envelopes remain."
ASM_PHL_V18_DEPLOY_PP_COAL_2020_2029,"PHL_POW_PP_COAL may commission at most 2.0 GW/year during 2020-2029; later 2.5, 3.0 and 5.0 GW/year bands are retained unchanged.",2.0,GW/year,SRC_PHL_DOE_POWER_PLANTS_DEC2020;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"A deliberately generous continuing construction, finance, permitting and grid-integration envelope; it limits speed but does not require coal investment or dispatch.",Judgmental physical envelope extended to the full first decade; CoalPhaseOut retains exact zero from 2031.
ASM_PHL_V18_PWR_ZERO_OVERRIDE_SEMANTICS,"In MUIO scenario inheritance, JSON null means inherit while numeric zero is an active exact bound; CoalPhaseOut therefore uses 0, not 0.0001, from 2031.",0,GW/year,SRC_MUIO_FORMULATION;SRC_PHL_V18_PWR_INV_VALIDATION,,,"The generator tests for null/None before applying active scenarios, so replacing zero with a small positive value would incorrectly permit capacity.",The scenario overlay itself is unchanged; generated TOMORROWLAND values verify the exact zero.
ASM_PHL_V18_FOSSIL_BORDER_NONFORCING,"Border prices are exogenous economic drivers; observed extraction, import, export and source-share quantities remain validation benchmarks and are not activity constraints.",no trade quantity constraint,classification,SRC_PHL_V18_FOSSIL_BORDER_INPUTS;SRC_MUIO_FORMULATION,,,"The model should choose domestic use, import and export routes endogenously from physical envelopes and consistent economic drivers.","No TAL, TAU, share, equality or calibration window is added by this correction."
ASM_PHL_V18_COAL_ENERGY_CONTENT_22_1,"Coal customs unit values are converted with 22.1 GJ per tonne, the retained Philippine coal energy-content basis.",22.1,GJ/tonne,SRC_PHL_V18_FOSSIL_BORDER_INPUTS,,,Provides one explicit energy normalization for CIF and FOB customs values.,Grade-specific calorific values remain unavailable and are recorded as a gap.
ASM_PHL_V18_CRUDE_ENERGY_CONVERSION,Crude values are converted with 6.119 GJ/barrel and 158.987294928 litres/barrel.,6.119;158.987294928,GJ/barrel;litres/barrel,SRC_PHL_V18_FOSSIL_BORDER_INPUTS,,,Converts DOE million-litre volumes and Galoc USD/barrel prices to the model's MUSD/PJ convention.,MUSD/PJ is numerically equal to USD/GJ.
ASM_PHL_V18_FOSSIL_HOMOGENEOUS_POOLS,The existing single coal pool and single crude pool treat domestic and imported energy as interchangeable after source tagging.,one pool per fuel,topology,SRC_PHL_V18_FOSSIL_BORDER_INPUTS;SRC_PHL_V18_FOSSIL_BORDER_VALIDATION,,,"No grade, port, plant-specification or refinery-compatibility substructure is added in this minimal price correction.",This causes zero modeled exports under corrected price parity and is disclosed rather than hidden with pins.
ASM_PHL_V18_DEPLOY_PP_SPV_2020_2029,"PHL_POW_PP_SPV may commission at most 4.0 GW/year during every year from 2020 through 2029.",4.0,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026;SRC_PHL_V18_SOLAR_DECADE_CAP_MANIFEST,,,"Extends the existing judgmental, policy-neutral 2026-2029 construction/financing/permitting/grid envelope across the full decade for temporal consistency.",classification=judgmental; not an observed-capacity calibration forecast or target; should be sensitivity-tested
ASM_PHL_V18_DEPLOY_FIRST_DECADE_EXTENSION,"The established 2026-2029 maximum-investment bands for PHL_POW_PP_WON, PHL_POW_PP_SPV, PHL_POW_PP_COAL, PHL_POW_PP_COAL_CCS, PHL_POW_PP_NGCC, PHL_POW_PP_NGCC_CCS, PHL_POW_GEO_OLD, PHL_POW_PP_HY_LA, PHL_POW_PP_BIOM_CCS and PHL_POW_PP_H2 apply throughout 2020-2029.",technology-specific,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_V18_FIRST_DECADE_CAP_MANIFEST,,,Extends the existing judgmental physical envelopes backward for temporal consistency and closes open/default early-year values.,Not a forecast target or historical calibration; later bands and unlisted technologies remain unchanged.
ASM_PHL_V18_PREINDUSTRY_ENTRY_AND_GEO_REPLACEMENT,"Offshore wind, SMR and conventional nuclear remain unavailable until their specified entry dates; PHL_POW_GEO_OLD receives annual expansion headroom plus scheduled residual retirement; inherited _OLD fossil and biomass technologies receive zero expansion.",technology-specific,GW/year,SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_PHL_V18_PREINDUSTRY_GEO_MANIFEST,,,Represents industry-readiness timing and permits replacement of retiring geothermal stock without forcing it.,Geothermal greenfield and repowering share the existing cost efficiency availability and lifetime representation.
